kanji,unicode,jumlah_goresan,joyo_status,joyo_urutan,kyouiku_kelas_sd,grade_kanjiapi,jlpt_baru,jlpt_lama,kanken_level,kanken_level_alt,kanken_kyu_resmi,kanken_dict_page,kanken_url,kanjipedia_url,freq_rank_mainichi_shinbun,on_yomi,kun_yomi,nanori,meanings_en,meaning_jp,bentuk_lama_kyuujitai,radikal_kanken,radikal_info_kanken,jukugo_contoh,jumlah_kosakata_terkait,antonim,sinonim,mirip_bentuk,varian,struktur_dekomposisi_kanjivg,elemen_kanjivg,radikal_kanjivg,radikal_posisi_kiri_kanan,radikal_posisi_atas_bawah,jis_menkuten,jis_unicode,jis_level,kategori_nama_anak,kanken_zititai_kubun,sumber
桉,6849,10,FALSE,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,2-14-65,U+6849,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桊,684A,10,,,,,,,,,,,,,,"[""ケン""]",,,,,,,,,0,,,,,,,,,,,,,,,"{""kanji_gabungan_1"": false, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桌,684C,10,FALSE,,,,,,,,,,,,,"[""タク""]",,,"[""desk"", ""stand"", ""table""]",,,,,,0,,,,,,,,,,2-14-66,U+684C,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桍,684D,10,FALSE,,,,,,1,,,,,,,"[""コ""]",,,"[""empty"", ""type of tree""]",,,,,,0,,,,,"{""element"": ""桍"", ""g"": [{""element"": ""木"", ""radical"": ""general""}, {""element"": ""夸"", ""g"": [{""element"": ""大""}, {""g"": [{""element"": ""二""}]}]}]}","[""大"", ""二"", ""木"", ""夸""]","[""木"", ""夸""]","[""木"", ""夸""]",,1-59-61,U+684D,2,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桎,684E,10,FALSE,,,,,,1,,1級,647,https://kanji.jitenon.jp/kanjii/4037.html,https://www.kanjipedia.jp/kanji/0002927100,,"[""シツ""]","[""あしかせ""]",,"[""fetters""]",あしかせ。罪人の足にはめて自由に動けないようにする刑具。,,木,"{""nomor"": ""75"", ""strokes"": ""4"", ""kategori"": ""Nature"", ""arti_en"": ""tree, wood"", ""cara_baca_jp"": ""き"", ""cara_baca_romaji"": ""ki""}","[{""kategori"": ""外"", ""kata"": ""桎""}, {""kategori"": ""外"", ""kata"": ""桎梏""}, {""kategori"": ""外"", ""kata"": ""梏桎""}]",3,,,,,"{""element"": ""桎"", ""g"": [{""element"": ""木"", ""radical"": ""general""}, {""element"": ""至"", ""g"": [{""element"": ""厶""}, {""element"": ""土""}]}]}","[""土"", ""至"", ""木"", ""厶""]","[""木"", ""至""]","[""木"", ""至""]",,1-59-63,U+684E,2,,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桐,6850,10,FALSE,,,9,,1,準1,,準1級,1161,https://kanji.jitenon.jp/kanjif/2788.html,https://www.kanjipedia.jp/kanji/0005265100,1668,"[""トウ"", ""ドウ""]","[""きり""]","[""き"", ""ひさ""]","[""paulownia""]",① きり。ゴマノハグサ科の落葉高木。たんすや琴などの用材となる。② 「梧桐（ごとう）」は、アオギリ科の落葉高木。③ 琴（琴をきりで作ることから）。,,木,"{""nomor"": ""75"", ""strokes"": ""4"", ""kategori"": ""Nature"", ""arti_en"": ""tree, wood"", ""cara_baca_jp"": ""き"", ""cara_baca_romaji"": ""ki""}","[{""kategori"": ""外"", ""kata"": ""桐""}, {""kategori"": ""外"", ""kata"": ""桐畑""}, {""kategori"": ""外"", ""kata"": ""桐油""}, {""kategori"": ""外"", ""kata"": ""桐材""}, {""kategori"": ""外"", ""kata"": ""総桐""}, {""kategori"": ""外"", ""kata"": ""桐一葉""}, {""kategori"": ""外"", ""kata"": ""梧桐一葉""}, {""kategori"": ""外"", ""kata"": ""桐葉知秋""}]",28,,,,,"{""element"": ""桐"", ""g"": [{""element"": ""木"", ""radical"": ""general""}, {""element"": ""同"", ""g"": [{""element"": ""冂""}, {""element"": ""一""}, {""element"": ""口""}]}]}","[""同"", ""木"", ""一"", ""冂"", ""口""]","[""木"", ""同""]","[""木"", ""同""]",,1-22-45,U+6850,1,常用漢字外の字,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桑,6851,10,TRUE,1230,,8,N1,1,3,,3級,937,https://kanji.jitenon.jp/kanjic/1479.html,https://www.kanjipedia.jp/kanji/0004235900,1650,"[""ソウ""]","[""くわ""]","[""こ""]","[""mulberry""]",くわ。クワ科の落葉高木。葉は蚕（かいこ）の飼料となる。,,木,"{""nomor"": ""75"", ""strokes"": ""4"", ""kategori"": ""Nature"", ""arti_en"": ""tree, wood"", ""cara_baca_jp"": ""き"", ""cara_baca_romaji"": ""ki""}","[{""kategori"": ""中"", ""kata"": ""桑""}, {""kategori"": ""中"", ""kata"": ""桑畑""}, {""kategori"": ""中"", ""kata"": ""山桑""}, {""kategori"": ""中"", ""kata"": ""桑原""}, {""kategori"": ""高"", ""kata"": ""桑田""}, {""kategori"": ""高"", ""kata"": ""扶桑""}, {""kategori"": ""外"", ""kata"": ""鄭衛桑間""}, {""kategori"": ""外"", ""kata"": ""桑海之変""}]",34,,,,"[""𥸮""]","{""element"": ""桑"", ""g"": [{""g"": [{""g"": [{""element"": ""又"", ""radical"": ""nelson""}, {""g"": [{""element"": ""又""}, {""element"": ""又""}]}]}]}, {""element"": ""木"", ""radical"": ""tradit""}]}","[""又"", ""木""]","[""木""]",,,1-23-12,U+6851,1,常用漢字の通用字体,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桒,6852,10,FALSE,,,,,,,,,,,,,"[""ソウ""]","[""くわ""]",,"[""mulberry""]",,,,,,1,,,,,,,,,,1-85-62,U+6852,3,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桓,6853,10,FALSE,,,,,,準1,,準1級,231,https://kanji.jitenon.jp/kanjie/2254.html,https://www.kanjipedia.jp/kanji/0001052400,,"[""カン""]",,,"[""marking post""]",① 昔、宿場などのしるしとして立てた木。② 棺（ひつぎ）を墓の穴におろすために四方のすみに立てる柱。③ 木の名。ムクロジ科の落葉高木。④ 「桓桓（かんかん）」は、強くていさましいさま。,,木,"{""nomor"": ""75"", ""strokes"": ""4"", ""kategori"": ""Nature"", ""arti_en"": ""tree, wood"", ""cara_baca_jp"": ""き"", ""cara_baca_romaji"": ""ki""}","[{""kategori"": ""外"", ""kata"": ""桓桓""}, {""kategori"": ""外"", ""kata"": ""盤桓""}, {""kategori"": ""外"", ""kata"": ""烏桓""}, {""kategori"": ""外"", ""kata"": ""三桓""}, {""kategori"": ""外"", ""kata"": ""鯢桓之審""}]",1,,,,,"{""element"": ""桓"", ""g"": [{""element"": ""木"", ""radical"": ""general""}, {""element"": ""亘"", ""g"": [{""element"": ""二"", ""g"": [{""element"": ""一""}]}, {""element"": ""旦"", ""g"": [{""element"": ""日""}, {""element"": ""二"", ""g"": [{""element"": ""一""}]}]}]}]}","[""旦"", ""木"", ""一"", ""日"", ""二"", ""亘""]","[""木"", ""亘""]","[""木"", ""亘""]",,1-20-28,U+6853,1,,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桔,6854,10,FALSE,,,9,,,準1,,準1級,295,https://kanji.jitenon.jp/kanjie/2293.html,https://www.kanjipedia.jp/kanji/0001341400,,"[""キツ"", ""ケツ""]",,"[""き""]","[""used in plant names""]",「桔梗（けっこう・ききょう）」は、草の名。キキョウ科の多年草。日本では、秋の七草の一つ。,,木,"{""nomor"": ""75"", ""strokes"": ""4"", ""kategori"": ""Nature"", ""arti_en"": ""tree, wood"", ""cara_baca_jp"": ""き"", ""cara_baca_romaji"": ""ki""}","[{""kategori"": ""外"", ""kata"": ""桔梗""}]",5,,,,,"{""element"": ""桔"", ""g"": [{""element"": ""木"", ""radical"": ""general""}, {""element"": ""吉"", ""g"": [{""element"": ""士""}, {""element"": ""口""}]}]}","[""吉"", ""木"", ""士"", ""口""]","[""木"", ""吉""]","[""木"", ""吉""]",,1-21-43,U+6854,1,常用漢字外の字,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桕,6855,10,FALSE,,,,,,,,,,,,,"[""キュウ""]","[""ぶな""]",,"[""tallow tree""]",,,,,,1,,,,,,,,,,2-14-67,U+6855,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桗,6857,10,FALSE,,,,,,,,,,,,,"[""タ"", ""ネ""]",,,,,,,,,0,,,,,,,,,,2-14-68,U+6857,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桘,6858,10,,,,,,,,,,,,,,"[""スイ"", ""ツイ""]","[""う.つ"", ""つち""]","[""しい""]",,,,,,,0,,,,,,,,,,,,,,,"{""kanji_gabungan_1"": false, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桙,6859,10,FALSE,,,,,,1,,1級,72,https://kanji.jitenon.jp/kanjii/4035.html,https://www.kanjipedia.jp/kanji/0000321000,,"[""ウ"", ""ボウ""]","[""ほこ""]",,"[""halberd""]",水を飲む器。また、たらい。【日本】ほこ。武器の名。長い柄の先に両刃の剣をつけた武器。＝鉾,,木,"{""nomor"": ""75"", ""strokes"": ""4"", ""kategori"": ""Nature"", ""arti_en"": ""tree, wood"", ""cara_baca_jp"": ""き"", ""cara_baca_romaji"": ""ki""}","[{""kategori"": ""外"", ""kata"": ""桙""}]",1,,,,,"{""element"": ""桙"", ""g"": [{""element"": ""木"", ""radical"": ""general""}, {""element"": ""牟"", ""g"": [{""element"": ""厶""}, {""element"": ""牛""}]}]}","[""牟"", ""厶"", ""木"", ""牛""]","[""木"", ""牟""]","[""木"", ""牟""]",,1-59-66,U+6859,2,,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桛,685B,10,FALSE,,,,,,1,,1級,210,https://kanji.jitenon.jp/kanjiy/12021.html,https://www.kanjipedia.jp/kanji/0000954300,,"[""カセ""]","[""かせ""]",,"[""(kokuji)"", ""hank"", ""reel"", ""skein""]",かせ。つむいだ糸を巻き取る、工字型の道具。かせい。,,木,"{""nomor"": ""75"", ""strokes"": ""4"", ""kategori"": ""Nature"", ""arti_en"": ""tree, wood"", ""cara_baca_jp"": ""き"", ""cara_baca_romaji"": ""ki""}","[{""kategori"": ""外"", ""kata"": ""桛""}, {""kategori"": ""外"", ""kata"": ""桛糸""}]",3,,,,,,,,,,1-85-66,U+685B,3,,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桜,685C,10,TRUE,114,5,5,N1,1,6,,6級,115,https://kanji.jitenon.jp/kanjib/650.html,https://www.kanjipedia.jp/kanji/0000522800,1237,"[""オウ""]","[""さくら""]","[""さ"", ""ろう""]","[""cherry""]",しなみざくら。バラ科の落葉小高木。また、ゆすらうめ（バラ科の落葉低木）を指すこともある。【日本】さくら。バラ科の落葉高木。,櫻,木,"{""nomor"": ""75"", ""strokes"": ""4"", ""kategori"": ""Nature"", ""arti_en"": ""tree, wood"", ""cara_baca_jp"": ""き"", ""cara_baca_romaji"": ""ki""}","[{""kategori"": ""小"", ""kata"": ""桜""}, {""kategori"": ""小"", ""kata"": ""夜桜""}, {""kategori"": ""小"", ""kata"": ""葉桜""}, {""kategori"": ""小"", ""kata"": ""山桜""}, {""kategori"": ""小"", ""kata"": ""桜んぼ""}, {""kategori"": ""中"", ""kata"": ""八重桜""}, {""kategori"": ""高"", ""kata"": ""桜花""}, {""kategori"": ""外"", ""kata"": ""桜花爛漫""}]",102,,,,"[""櫻""]","{""element"": ""桜"", ""g"": [{""element"": ""木"", ""radical"": ""general""}, {""phon"": ""つ+女"", ""g"": [{""element"": ""⺍"", ""original"": ""つ""}, {""element"": ""女""}]}]}","[""⺍"", ""木"", ""女""]","[""木"", ""⺍"", ""女""]",,,1-26-89,U+685C,1,常用漢字の通用字体,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桝,685D,11,FALSE,,,,,,1,,配当外,1441,https://kanji.jitenon.jp/kanjii/4013.html,https://www.kanjipedia.jp/kanji/0006552100,2401,,"[""ます""]",,"[""(kokuji)"", ""measuring box""]",① ます。物の容量をはかる四角い容器。② ます。芝居や相撲などの観客席の四角形の仕切り。また、その席。,枡,木,"{""nomor"": ""75"", ""strokes"": ""4"", ""kategori"": ""Nature"", ""arti_en"": ""tree, wood"", ""cara_baca_jp"": ""き"", ""cara_baca_romaji"": ""ki""}","[{""kategori"": ""外"", ""kata"": ""桝""}, {""kategori"": ""外"", ""kata"": ""桝形""}, {""kategori"": ""外"", ""kata"": ""桝目""}, {""kategori"": ""外"", ""kata"": ""桝酒""}, {""kategori"": ""外"", ""kata"": ""雨水桝""}]",5,,,,"[""枡""]","{""element"": ""桝"", ""g"": [{""element"": ""木"", ""radical"": ""general""}, {""element"": ""舛"", ""g"": [{""element"": ""夕""}]}]}","[""舛"", ""木"", ""夕""]","[""木"", ""舛""]","[""木"", ""舛""]",,1-43-81,U+685D,1,,旧字でない異体字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桟,685F,10,TRUE,747,,8,N1,1,準2,,準2級,585,https://kanji.jitenon.jp/kanjid/1706.html,https://www.kanjipedia.jp/kanji/0002651300,2093,"[""サン""]","[""かけはし"", ""たな""]","[""さ""]","[""bolt (door)"", ""cleat"", ""frame"", ""jetty"", ""scaffold""]",① かけはし。けわしい崖などに木をかけ渡した橋。② たな。板を渡して作ったたな。③ やらい。家畜を飼うための囲い。【日本】① さん。板のそりを防ぐために打つ横木。② さん。戸や障子などの骨。,棧,木,"{""nomor"": ""75"", ""strokes"": ""4"", ""kategori"": ""Nature"", ""arti_en"": ""tree, wood"", ""cara_baca_jp"": ""き"", ""cara_baca_romaji"": ""ki""}","[{""kategori"": ""中"", ""kata"": ""桟道""}, {""kategori"": ""中"", ""kata"": ""桟橋""}, {""kategori"": ""中"", ""kata"": ""桟俵""}, {""kategori"": ""高"", ""kata"": ""唐桟""}, {""kategori"": ""高"", ""kata"": ""桟雲峡雨""}, {""kategori"": ""外"", ""kata"": ""桟（１）""}, {""kategori"": ""外"", ""kata"": ""桟（２）""}]",18,,,,"[""棧""]","{""element"": ""桟"", ""g"": [{""element"": ""木"", ""radical"": ""general""}, {""element"": ""戋"", ""variant"": ""true"", ""original"": ""戔"", ""phon"": ""戋/戔V"", ""g"": [{""element"": ""三"", ""g"": [{""element"": ""一""}, {""element"": ""一""}, {""element"": ""戈"", ""g"": [{""element"": ""弋"", ""g"": [{""element"": ""三"", ""g"": [{""element"": ""一""}]}]}, {""element"": ""丿""}, {""element"": ""弋"", ""g"": [{""element"": ""丶""}]}]}]}]}]}","[""木"", ""一"", ""戈"", ""丿"", ""丶"", ""戋"", ""三"", ""弋""]","[""木"", ""戋""]","[""木"", ""戋""]",,1-27-23,U+685F,1,常用漢字の通用字体,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
档,6863,10,FALSE,,,,,,1,,,,,,,"[""トウ""]",,,"[""archives"", ""bookshelf""]",,,,,,0,,,,,"{""element"": ""档"", ""g"": [{""element"": ""木"", ""radical"": ""general""}, {""element"": ""当"", ""g"": [{""element"": ""⺌"", ""variant"": ""true"", ""original"": ""小""}, {""element"": ""⺕"", ""variant"": ""true"", ""original"": ""彑""}]}]}","[""⺕"", ""⺌"", ""木"", ""当""]","[""木"", ""当""]","[""木"", ""当""]",,1-59-67,U+6863,2,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桧,6867,10,FALSE,,,9,,,準1,,配当外,186,https://kanji.jitenon.jp/kanjie/2227.html,https://www.kanjipedia.jp/kanji/0000833300,2056,"[""カイ""]","[""ひ"", ""ひのき""]",,"[""Japanese cypress""]",いぶき。びゃくしん。いぶきびゃくしん。ヒノキ科の常緑高木。【日本】ひのき。ひ。ヒノキ科の常緑高木。,檜,木,"{""nomor"": ""75"", ""strokes"": ""4"", ""kategori"": ""Nature"", ""arti_en"": ""tree, wood"", ""cara_baca_jp"": ""き"", ""cara_baca_romaji"": ""ki""}","[{""kategori"": ""外"", ""kata"": ""桧（１）""}, {""kategori"": ""外"", ""kata"": ""桧（２）""}, {""kategori"": ""外"", ""kata"": ""桧笠（１）""}, {""kategori"": ""外"", ""kata"": ""桧笠（２）""}, {""kategori"": ""外"", ""kata"": ""桧葉""}, {""kategori"": ""外"", ""kata"": ""桧扇""}, {""kategori"": ""外"", ""kata"": ""桧葉叉""}, {""kategori"": ""外"", ""kata"": ""桧扇貝""}]",11,,,,"[""檜""]","{""element"": ""桧"", ""g"": [{""element"": ""木"", ""radical"": ""general""}, {""element"": ""会"", ""g"": [{""element"": ""人""}, {""element"": ""云"", ""g"": [{""element"": ""二""}, {""element"": ""厶""}]}]}]}","[""人"", ""木"", ""厶"", ""会"", ""二"", ""云""]","[""木"", ""会""]","[""木"", ""会""]",,1-41-16,U+6867,1,常用漢字外の字,旧字でない異体字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桫,686B,11,FALSE,,,,,,,,,,,,,"[""サ""]","[""へご""]",,"[""horse chestnut""]",,,,,,1,,,,,,,,,,2-14-70,U+686B,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桮,686E,11,FALSE,,,,,,,,,,,,,"[""ハイ""]","[""さかずき""]",,"[""cup"", ""glass"", ""tumbler""]",,,,,,0,,,,,,,,,,2-14-71,U+686E,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桯,686F,11,,,,,,,,,,,,,,"[""ギョウ"", ""ケイ"", ""チョウ"", ""テイ""]","[""つくえ""]",,"[""table""]",,,,,,0,,,,,,,,,,,,,,,"{""kanji_gabungan_1"": false, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桰,6870,11,,,,,,,,,,,,,,"[""カチ"", ""カツ""]","[""ゆだめ""]",,,,,,,,0,,,,,,,,,,,,,,,"{""kanji_gabungan_1"": false, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桱,6871,11,,,,,,,,,,,,,,"[""キョウ"", ""ケイ""]",,,,,,,,,0,,,,,,,,,,,,,,,"{""kanji_gabungan_1"": false, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桲,6872,11,FALSE,,,,,,,,,,,,,"[""ホツ"", ""ボチ""]","[""からざお""]",,,,,,,,0,,,,,,,,,,1-85-67,U+6872,3,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桴,6874,11,FALSE,,,,,,1,,1級,1330,https://kanji.jitenon.jp/kanjii/4122.html,https://www.kanjipedia.jp/kanji/0006050400,,"[""フ""]","[""いかだ"", ""ばち"", ""むなぎ""]",,"[""drumstick"", ""raft""]",【A】フ① ばち。太鼓などを打ち鳴らす棒。② むなぎ。むね。【B】フいかだ。小さいいかだ。,,木,"{""nomor"": ""75"", ""strokes"": ""4"", ""kategori"": ""Nature"", ""arti_en"": ""tree, wood"", ""cara_baca_jp"": ""き"", ""cara_baca_romaji"": ""ki""}","[{""kategori"": ""外"", ""kata"": ""桴（１）""}, {""kategori"": ""外"", ""kata"": ""桴（２）""}, {""kategori"": ""外"", ""kata"": ""桴筏""}, {""kategori"": ""外"", ""kata"": ""天桴""}, {""kategori"": ""外"", ""kata"": ""乗桴浮海""}]",4,,,,,"{""element"": ""桴"", ""g"": [{""element"": ""木"", ""radical"": ""general""}, {""element"": ""孚"", ""g"": [{""element"": ""⺤"", ""variant"": ""true"", ""original"": ""爪""}, {""element"": ""子""}]}]}","[""子"", ""⺤"", ""木"", ""孚""]","[""木"", ""孚""]","[""木"", ""孚""]",,1-59-79,U+6874,2,,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桵,6875,11,FALSE,,,,,,,,,,,,,"[""ズイ"", ""ニ""]","[""たら""]",,,,,,,,0,,,,,,,,,,1-85-68,U+6875,3,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桶,6876,11,FALSE,,,9,,,準1,,準1級,1145,https://kanji.jitenon.jp/kanjif/2789.html,https://www.kanjipedia.jp/kanji/0005190900,2210,"[""トウ""]","[""おけ""]",,"[""bucket"", ""tub""]",おけ。筒型の容器。,,木,"{""nomor"": ""75"", ""strokes"": ""4"", ""kategori"": ""Nature"", ""arti_en"": ""tree, wood"", ""cara_baca_jp"": ""き"", ""cara_baca_romaji"": ""ki""}","[{""kategori"": ""外"", ""kata"": ""桶""}, {""kategori"": ""外"", ""kata"": ""空桶""}, {""kategori"": ""外"", ""kata"": ""棺桶""}, {""kategori"": ""外"", ""kata"": ""手桶""}, {""kategori"": ""外"", ""kata"": ""鉄桶水を漏らさず""}, {""kategori"": ""外"", ""kata"": ""棺桶に片足を突っ込む""}, {""kategori"": ""外"", ""kata"": ""風が吹けば桶屋が儲かる""}, {""kategori"": ""外"", ""kata"": ""大風が吹けば桶屋が儲かる""}]",31,,,,,"{""element"": ""桶"", ""g"": [{""element"": ""木"", ""radical"": ""general""}, {""element"": ""甬"", ""g"": [{""element"": ""マ""}, {""element"": ""用""}]}]}","[""マ"", ""用"", ""木"", ""甬""]","[""木"", ""甬""]","[""木"", ""甬""]",,1-18-19,U+6876,1,常用漢字外の字,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桷,6877,11,FALSE,,,,,,1,,1級,198,https://kanji.jitenon.jp/kanjii/4118.html,https://www.kanjipedia.jp/kanji/0000896100,,"[""カク""]","[""ずみ"", ""たるき""]",,"[""rafter""]",たるき。屋根やひさしを支えるために、棟（むね）から軒（のき）に掛け渡す角材。【日本】ずみ。ひめかいどう。バラ科の落葉小高木。,,木,"{""nomor"": ""75"", ""strokes"": ""4"", ""kategori"": ""Nature"", ""arti_en"": ""tree, wood"", ""cara_baca_jp"": ""き"", ""cara_baca_romaji"": ""ki""}","[{""kategori"": ""外"", ""kata"": ""桷（１）""}, {""kategori"": ""外"", ""kata"": ""桷（２）""}, {""kategori"": ""外"", ""kata"": ""榱桷""}]",1,,,,,"{""element"": ""桷"", ""g"": [{""element"": ""木"", ""radical"": ""general""}, {""element"": ""角"", ""g"": [{""element"": ""𠂊"", ""variant"": ""true"", ""original"": ""勹""}]}]}","[""角"", ""𠂊"", ""木""]","[""木"", ""角""]","[""木"", ""角""]",,1-59-68,U+6877,2,,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桹,6879,11,,,,,,,,,,,,,,"[""ロウ""]",,,"[""palm""]",,,,,,0,,,,,,,,,,,,,,,"{""kanji_gabungan_1"": false, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桺,687A,11,FALSE,,,,,,,,,,,,,"[""リュウ""]","[""やなぎ""]",,,,,,,,0,,,,,,,,,,2-14-72,U+687A,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桻,687B,11,,,,,,,,,,,,,,"[""フ"", ""ホウ""]","[""こずえ""]",,,,,,,,0,,,,,,,,,,,,,,,"{""kanji_gabungan_1"": false, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桼,687C,11,FALSE,,,,,,,,,,,,,"[""シツ""]","[""うるし""]",,,,,,,,0,,,,"[""漆""]","{""element"": ""桼"", ""g"": [{""g"": [{""element"": ""木"", ""variant"": ""true""}]}, {""element"": ""氺"", ""variant"": ""true"", ""original"": ""水""}]}","[""氺"", ""木""]","[""木"", ""氺""]",,,2-14-73,U+687C,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
桾,687E,11,FALSE,,,,,,1,,,,,,,"[""クン""]",,,"[""type of fruit tree""]",,,,,,1,,,,,"{""element"": ""桾"", ""g"": [{""element"": ""木"", ""radical"": ""general""}, {""element"": ""君"", ""g"": [{""element"": ""尹"", ""g"": [{""element"": ""⺕"", ""variant"": ""true"", ""original"": ""彑"", ""g"": [{""element"": ""尸""}]}, {""element"": ""尸"", ""g"": [{""element"": ""丿""}]}]}, {""element"": ""口""}]}]}","[""⺕"", ""木"", ""丿"", ""尹"", ""君"", ""口"", ""尸""]","[""木"", ""君""]","[""木"", ""君""]",,1-59-85,U+687E,2,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
