level	frequency	NoteID	VocabKanji	VocabPitch	VocabPoS	VocabFurigana	VocabDefID	VocabPlus	VocabAudio	SentType1	SentKanji1	SentFurigana1	SentDefID1	SentAudio1	SentType2	SentKanji2	SentFurigana2	SentDefID2	SentAudio2	SentType3	SentKanji3	SentFurigana3	SentDefID3	SentAudio3	SentType4	SentKanji4	SentFurigana4	SentDefID4	SentAudio4	Sort	Alt1	Alt2	Tags
N3	中頻度 (Frekuensi Sedang)	0c28f41c-2ed7-11ef-a183-99ad05e145f0	愚痴	⓪	名	ぐち	keluhan, mengeluh		[sound:愚痴_グチ━_0_NHK-2016-260118.mp3]		愚痴をこぼす	<b>愚痴[ぐち]</b>をこぼす	Mengeluh	[sound:voicepeak-823ad8ac896f437b-260129.mp3]																5779			
N3	中頻度 (Frekuensi Sedang)	0bf7eaf2-2ed7-11ef-a183-99ad05e145f0	感心	⓪	ナ形・名・自動3	かんしん	kagum, terkesan		[sound:感心_カンシン━_0_NHK-2016-260118.mp3]		彼の我慢強さに感心する	彼[かれ]の 我慢強[がまんづよ]さに <b>感心[かんしん]</b>する	Kagum dengan ketekunannya	[sound:voicepeak-b940462feec04724-260121.mp3]																1992			
N3	中頻度 (Frekuensi Sedang)	0b9daa42-2ed7-11ef-a183-99ad05e145f0	感情	⓪	名	かんじょう	perasaan, emosi		[sound:感情_カンジョー━_0_NHK-2016-260118.mp3]		感情を抑える	<b>感情[かんじょう]</b>を 抑[おさ]える	Menahan emosi	[sound:voicepeak-1a759452c7c646ec-260121.mp3]	lawan kata	理性	理性[りせい]	rasionalitas, akal sehat	[sound:理性_リ＼セー_1_NHK-2016-260118.mp3]											688			
N3	中頻度 (Frekuensi Sedang)	a4fab492-0702-11f0-a458-4799728c8a35	感情的	⓪	ナ形	かんじょうてき	emosional, tidak rasional		[sound:感情的_カンジョーテキ━_0_Shinmeikai-8-260118.mp3]		感情的になりやすい	<b> 感情的[かんじょうてき]</b>になりやすい	Mudah menjadi emosional	[sound:voicepeak-9eec2c3093654174-260123.mp3]	lawan kata	理性的	理性的[りせいてき]	rasional	[sound:理性的_リセーテキ━_0_NHK-2016-260118.mp3]											7839			
N3	中頻度 (Frekuensi Sedang)	0bf7e2b4-2ed7-11ef-a183-99ad05e145f0	感激	⓪	名・自動3	かんげき	terharu, tersentuh		[sound:感激_カンケ゚キ━_0_NHK-2016-260118.mp3]		観客に感激を与える	観客[かんきゃく]に <b>感激[かんげき]</b>を 与[あた]える	Memberikan keharuan kepada penonton	[sound:voicepeak-444e18863b404084-260122.mp3]																6752			
N3	中頻度 (Frekuensi Sedang)	0be74562-2ed7-11ef-a183-99ad05e145f0	感覚	⓪	名	かんかく	rasa, indra; kepekaan, feeling		[sound:感覚_カンカク━_0_NHK-2016-260118.mp3]		寒さで手の感覚がなくなる	寒[さむ]さで 手[て]の<b> 感覚[かんかく]</b>がなくなる	Tangan jadi mati rasa karena dingin	[sound:voicepeak-b53c18906e6542b4-260121.mp3]		音に対する感覚がするどい	音[おと]に 対[たい]する<b> 感覚[かんかく]</b>がするどい	Kepekaannya terhadap suara sangat tajam	[sound:voicepeak-bc3cf135d60b4951-260121.mp3]	terkait	フィーリング	フィーリング	perasaan, feeling	[sound:フィーリング_フィーリンク゚━_0_NHK-2016-260118.mp3]						868			
N3	中頻度 (Frekuensi Sedang)	0bd381bc-2ed7-11ef-a183-99ad05e145f0	慎重	⓪	名・ナ形	しんちょう	hati-hati, penuh pertimbangan		[sound:慎重_シンチョー━_0_NHK-2016-260118.mp3]		慎重に考える	<b>慎重[しんちょう]</b>に 考[かんが]える	Berpikir dengan hati-hati	[sound:voicepeak-a35ce6f3cd864efb-260121.mp3]	lawan kata	軽率	軽率[けいそつ]	ceroboh, gegabah	[sound:軽率_ケーソツ━_0_NHK-2016-260118.mp3]											2152			
N3	中頻度 (Frekuensi Sedang)	0bb0094e-2ed7-11ef-a183-99ad05e145f0	憎らしい	④	イ形	にくらしい	menyebalkan, memuakkan; (secara ironis) luar biasa hebat		[sound:憎らしい_ニクラシ＼イ_4_NHK-2016-260118.mp3]		ほんとに憎らしいやつだ	ほんとに <b>憎[にく]らしい</b>やつだ	Benar-benar orang yang menyebalkan	[sound:voicepeak-3db4add6f8804192-260209.mp3]		憎らしいほどの才能だ	<b> 憎[にく]らしい</b>ほどの 才能[さいのう]だ	Bakat yang membuat iri, luar biasa	[sound:voicepeak-cc79afac35724417-260209.mp3]	lawan kata	可愛らしい	可愛[かわい]らしい	menggemaskan	[sound:可愛らしい_カワイラシイ_TAAS-260129.mp3]						17118			
N3	中頻度 (Frekuensi Sedang)	0bb491da-2ed7-11ef-a183-99ad05e145f0	憧れる	⓪	自動2	あこがれる	mendambakan, mengidamkan		[sound:憧れる_アコカ゚レル━_0_NHK-2016-260118.mp3]		都会の生活に憧れる	都会[とかい]の 生活[せいかつ]に <b>憧[あこが]れる</b>	Mendambakan kehidupan kota	[sound:voicepeak-916a8089a3c94eee-260122.mp3]																3537			
N3	中頻度 (Frekuensi Sedang)	0ca46c5a-2ed7-11ef-a183-99ad05e145f0	所以[ゆえん]	⓪	名	ゆえん	alasan, sebab		[sound:ゆえん_ユエン━_0_NHK-2016-260118.mp3]		学生の学生たる所以は勉学にはげむところにある	学生[がくせい]の 学生[がくせい]たる <b>所以[ゆえん]</b>は 勉学[べんがく]にはげむところにある	Yang membuat seorang siswa disebut siswa adalah karena rajin belajar	[sound:voicepeak-dd3a24e73628401d-260130.mp3]																16816			
N3	中頻度 (Frekuensi Sedang)	0ba88372-2ed7-11ef-a183-99ad05e145f0	手段	①	名	しゅだん	cara, sarana		[sound:手段_シュ＼ダン_1_NHK-2016-260118.mp3]		手段を選ばない	<b>手段[しゅだん]</b>を 選[えら]ばない	Menghalalkan segala cara	[sound:voicepeak-6683183e51f24dc6-260121.mp3]																1795			
N3	中頻度 (Frekuensi Sedang)	0ba87300-2ed7-11ef-a183-99ad05e145f0	手術	①	名・他動3	しゅじゅつ	operasi (medis)		[sound:手術_シュ＼ジュツ_1_NHK-2016-260118.mp3]		胃の手術をする	胃[い]の <b>手術[しゅじゅつ]</b>をする	Menjalani operasi lambung	[sound:voicepeak-fbe74054118f4ea0-260122.mp3]																5267			
N3	中頻度 (Frekuensi Sedang)	0bf36964-2ed7-11ef-a183-99ad05e145f0	扱う	⓪③	他動1	あつかう	memperlakukan; menangani; mengoperasikan		[sound:扱う_アツカウ━_0_NHK-2016-260118.mp3]		客として扱う	客[きゃく]として <b>扱[あつか]う</b>	Diperlakukan sebagai tamu	[sound:voicepeak-71c20ac6f2ac4b8d-260121.mp3]		この事件は扱いやすい	この 事件[じけん]は <b>扱[あつか]い</b>やすい	Kasus ini mudah ditangani	[sound:voicepeak-be73c50ccca24014-260121.mp3]		機械を扱う	機械[きかい]を <b>扱[あつか]う</b>	Mengoperasikan mesin	[sound:voicepeak-cf78565229c6481d-260121.mp3]						1136			
N3	中頻度 (Frekuensi Sedang)	0b824f0e-2ed7-11ef-a183-99ad05e145f0	折る	①	他動1	おる	melipat; mematahkan		[sound:折る_オ＼ル_1_NHK-2016-260118.mp3]		紙を折る	紙[かみ]を <b>折[お]る</b>	Melipat kertas	[sound:voicepeak-bff7a9f505f542cd-260122.mp3]		木の枝を折る	木[き]の 枝[えだ]を <b>折[お]る</b>	Mematahkan ranting pohon	[sound:voicepeak-4d5a12e11dc3449e-260122.mp3]	terkait	折れる	折[お]れる	patah	[sound:折れる_オレ＼ル_2_NHK-2016-260118.mp3]						3601			
N3	中頻度 (Frekuensi Sedang)	0b82577e-2ed7-11ef-a183-99ad05e145f0	折れる	②	自動2	おれる	patah; berbelok; mengalah		[sound:折れる_オレ＼ル_2_NHK-2016-260118.mp3]		風で木の枝が折れた	風[かぜ]で 木[き]の 枝[えだ]が <b>折[お]れ</b>た	Ranting pohon patah karena angin	[sound:voicepeak-0-風で木の枝が折れた-260122.mp3]		次の角を右に折れる	次[つぎ]の 角[かど]を 右[みぎ]に<b> 折[お]れる</b>	Belok kanan di tikungan berikutnya	[sound:voicepeak-3-次の角を右に折れる-260122.mp3]		相手が折れてきた	相手[あいて]が <b>折[お]れ</b>てきた	Lawan akhirnya mengalah	[sound:voicepeak-4-相手が折れてきた-260122.mp3]	terkait	折る	折[お]る	melipat, mematahkan	[sound:折る_オ＼ル_1_NHK-2016-260118.mp3]	2162			
N3	中頻度 (Frekuensi Sedang)	0bb97ede-2ed7-11ef-a183-99ad05e145f0	抱く	②	他動1	いだく	memeluk, mendekap; menyimpan (harapan/perasaan)		[sound:抱く_イダ＼ク_2_NHK-2016-260118.mp3]		山々に抱かれた村	山々[やまやま]に<b> 抱[いだ]か</b>れた 村[むら]	Desa yang dikelilingi gunung-gunung	[sound:voicepeak-bb53f101e3274dcf-260128.mp3]		夢を抱く	夢[ゆめ]を <b>抱[いだ]く</b>	Menyimpan mimpi	[sound:voicepeak-01d425dbf2a64935-260128.mp3]											982			
N3	中頻度 (Frekuensi Sedang)	0b9a3c7c-2ed7-11ef-a183-99ad05e145f0	押さえる	③②	他動2	おさえる	menahan, menekan; menutup (dengan tangan); menangkap		[sound:押さえる_オサ＼エル_2_NHK-2016-260118.mp3]		両手でポスターを押さえる	両手[りょうて]でポスターを <b>押[お]さえる</b>	Menahan poster dengan kedua tangan	[sound:voicepeak-04f9b64fc5b74ba8-260128.mp3]		耳を押さえる	耳[みみ]を<b> 押[お]さえる</b>	Menutup telinga	[sound:voicepeak-d46d30d81a58463a-260128.mp3]		犯人は現場で押さえられた	犯人[はんにん]は 現場[げんば]で <b>押[お]さえ</b>られた	Pelaku ditangkap di lokasi kejadian	[sound:voicepeak-e9f53cd560784f18-260128.mp3]						1597			
N3	中頻度 (Frekuensi Sedang)	0b73cdda-2ed7-11ef-a183-99ad05e145f0	押し入れ	⓪	名	おしいれ	lemari built-in gaya Jepang		[sound:押し入れ_オシイレ━_0_NHK-2016-260118.mp3]		布団を押し入れにしまう	布団[ふとん]を <b>押[お]し 入[い]れ</b>にしまう	Menyimpan futon di lemari	[sound:voicepeak-d716152063824877-260123.mp3]																21741			
N3	中頻度 (Frekuensi Sedang)	0bd81b82-2ed7-11ef-a183-99ad05e145f0	担任	⓪	名・他動3	たんにん	bertanggung jawab, mengampu (kelas/tugas)		[sound:担任_タンニン━_0_NHK-2016-260118.mp3]		担任教師	<b>担任[たんにん]</b> 教師[きょうし]	Guru wali kelas	[sound:voicepeak-eafd7cbf7fc14306-260123.mp3]		経理を担任する	経理[けいり]を<b> 担任[たんにん]</b>する	Bertanggung jawab atas urusan akuntansi	[sound:voicepeak-3408ee0ea96c4499-260123.mp3]											8444			
N3	中頻度 (Frekuensi Sedang)	0baab44e-2ed7-11ef-a183-99ad05e145f0	招待	①	名・他動3	しょうたい	mengundang		[sound:招待_ショ＼ータイ_1_NHK-2016-260118.mp3]		パーティーに招待する	パーティーに<b> 招待[しょうたい]</b>する	Mengundang ke pesta	[sound:voicepeak-b98d4a4260414fdf-260122.mp3]		招待状	<b>招待[しょうたい]</b> 状[じょう]	Kartu undangan	[sound:招待状_ショータイジョー━_0_NHK-2016-260118.mp3]	terkait	招く	招[まね]く	mengundang	[sound:招く_マネ＼ク_2_NHK-2016-260118.mp3]						4770			
N3	中頻度 (Frekuensi Sedang)	0b87fa8a-2ed7-11ef-a183-99ad05e145f0	拝見	⓪	名・他動3	はいけん	melihat, membaca (bentuk merendah)	「見ること」の意の謙譲語	[sound:拝見_ハイケン━_0_NHK-2016-260118.mp3]		おたよりを拝見いたしました	おたよりを <b>拝見[はいけん]</b>いたしました	Sudah membaca surat Anda	[sound:voicepeak-28-おたよりを拝見いたしました-260123.mp3]	terkait	拝読	拝読[はいどく]	membaca (bentuk merendah)	[sound:拝読_ハイドク━_0_NHK-2016-260118.mp3]											7123			
N3	中頻度 (Frekuensi Sedang)	0bd02396-2ed7-11ef-a183-99ad05e145f0	持ち帰り	⓪	名	もちかえり	dibawa pulang; take away		[sound:持ち帰り_モチカエリ━_0_NHK-2016-260118.mp3]		持ち帰りの弁当	<b>持[も]ち 帰[かえ]り</b>の 弁当[べんとう]	Bekal makan siang untuk dibawa pulang	[sound:voicepeak-2751a07999d14103-260123.mp3]																47331			
N3	中頻度 (Frekuensi Sedang)	0bd03c8c-2ed7-11ef-a183-99ad05e145f0	持ち歩く	④⓪	他動1	もちあるく	membawa-bawa (sambil berjalan)		[sound:持ち歩く_モチアルク━_0_NHK-2016-260118.mp3]		かばんを持ち歩く	かばんを <b>持[も]ち 歩[ある]く</b>	Membawa tas ke mana-mana	[sound:voicepeak-27-かばんを持ち歩く-260123.mp3]																7054			
N3	中頻度 (Frekuensi Sedang)	0bd0341c-2ed7-11ef-a183-99ad05e145f0	持ち物	②③	名	もちもの	barang milik; barang bawaan		[sound:持ち物_モチ＼モノ_2_NHK-2016-260118.mp3]		自分の持ち物にはきちんと名前を書いてください	自分[じぶん]の <b>持[も]ち 物[もの]</b>にはきちんと 名前[なまえ]を 書[か]いてください	Tolong tuliskan nama pada barang bawaan Anda	[sound:voicepeak-4280aab6d71242b6-260123.mp3]																9486			
N3	中頻度 (Frekuensi Sedang)	0c0061c8-2ed7-11ef-a183-99ad05e145f0	持参	⓪	他動3・名	じさん	membawa (serta)		[sound:持参_ジサン━_0_NHK-2016-260118.mp3]		必ず筆記具を持参してください	必[かなら]ず 筆記具[ひっきぐ]を <b>持参[じさん]</b>してください	Tolong pastikan membawa alat tulis	[sound:voicepeak-188f1cd048594a46-260123.mp3]																10425			
N3	中頻度 (Frekuensi Sedang)	0bd389c8-2ed7-11ef-a183-99ad05e145f0	振り	②⓪	名	ふり	ayunan; sikap, tingkah laku; berpura-pura		[sound:振り_フリ━_0_NHK-2016-260118.mp3]		尾をひと振り振った	尾[お]をひと <b>振[ふ]り</b> 振[ふ]った	Mengibaskan ekor sekali	[sound:voicepeak-8c6bcdb0c0584a27-260129.mp3]		人前で変な振りをするな	人前[ひとまえ]で 変[へん]な <b>振[ふ]り</b>をするな	Jangan bertingkah aneh di depan orang	[sound:voicepeak-69b8f299ef944598-260129.mp3]		寝た振りをする	寝[ね]た <b>振[ふ]り</b>をする	Berpura-pura tidur	[sound:voicepeak-6cd60d5360154423-260129.mp3]						4677			
N3	中頻度 (Frekuensi Sedang)	0c70db7e-2ed7-11ef-a183-99ad05e145f0	振り込み	⓪	名	ふりこみ	transfer, setoran (uang)	慣用の固定した「振込金・振込先・振込手数料・銀行振込」などは、送りがなを付けない	[sound:voicepeak-4-振り込み-260123.mp3]		家賃の振り込みを忘れてしまった	家賃[やちん]の<b> 振[ふ]り 込[こ]み</b>を 忘[わす]れてしまった	Lupa mentransfer uang sewa	[sound:voicepeak-00075a2d4da54637-260123.mp3]		銀行振込で送金する	銀行[ぎんこう]<b> 振[ふり] 込[こみ]</b>で 送金[そうきん]する	Mengirim uang lewat transfer bank	[sound:voicepeak-0cd38dac256b4a15-260123.mp3]											43117			
N3	中頻度 (Frekuensi Sedang)	0bd39210-2ed7-11ef-a183-99ad05e145f0	振り込む	③	他動1	ふりこむ	mentransfer, menyetorkan (uang)		[sound:振り込む_フリコ＼ム_3_NHK-2016-260118.mp3]		授業料を振り込む	授業料[じゅぎょうりょう]を <b>振[ふ]り 込[こ]む</b>	Mentransfer biaya kuliah	[sound:voicepeak-178320f3fb754486-260123.mp3]																19388			
N3	中頻度 (Frekuensi Sedang)	0bac4bf6-2ed7-11ef-a183-99ad05e145f0	振る	⓪	他動1	ふる	mengayun, melambaikan; menaburkan		[sound:振る_フル━_0_NHK-2016-260118.mp3]		手を振る	手[て]を <b>振[ふ]る</b>	Melambaikan tangan	[sound:voicepeak-ef95fb53fa39486f-260121.mp3]		肉の両面に塩こしょうを振る	肉[にく]の 両面[りょうめん]に 塩[しお]こしょうを <b>振[ふ]る</b>	Menaburkan garam dan merica di kedua sisi daging	[sound:voicepeak-7cd7145eb4ac43ea-260121.mp3]											925			
N3	中頻度 (Frekuensi Sedang)	0b8a5942-2ed7-11ef-a183-99ad05e145f0	捕まえる	⓪	他動2	つかまえる	menangkap; menahan, meringkus		[sound:捕まえる_ツカマエル━_0_NHK-2016-260118.mp3]		カブトムシを捕まえる	カブトムシを<b> 捕[つか]まえる</b>	Menangkap kumbang badak	[sound:voicepeak-20b1238fcf604d50-260121.mp3]		犯人を捕まえる	犯人[はんにん]を <b>捕[つか]まえる</b>	Menangkap pelaku	[sound:voicepeak-0-犯人を捕まえる-260122.mp3]	terkait	捕まる	捕[つか]まる	tertangkap	[sound:捕まる_ツカマル━_0_NHK-2016-260118.mp3]	terkait	逮捕	逮捕[たいほ]	penangkapan	[sound:逮捕_タ＼イホ_1_NHK-2016-260118.mp3]	1925			
N3	中頻度 (Frekuensi Sedang)	0cf96b10-2ed7-11ef-a183-99ad05e145f0	掃除機	③	名	そうじき	mesin penyedot debu, vacuum cleaner		[sound:掃除機_ソージ＼キ_3_NHK-2016-260118.mp3]		掃除機をかける	<b>掃除機[そうじき]</b>をかける	Menyedot debu dengan vacuum cleaner	[sound:voicepeak-ffa1b8b5f6824522-260123.mp3]																21228			
N3	中頻度 (Frekuensi Sedang)	0bb7a5e6-2ed7-11ef-a183-99ad05e145f0	描く	①	他動1	かく	menggambar, melukis		[sound:描く_カ＼ク_1_NHK-2016-260118.mp3]		絵を描く	絵[え]を <b>描[か]く</b>	Menggambar lukisan	[sound:voicepeak-01-絵を描く-260122.mp3]	terkait	描く	描[えが]く	menggambar, melukiskan, membayangkan	[sound:描く_エカ゚＼ク_2_NHK-2016-260118.mp3]											2216			
N3	中頻度 (Frekuensi Sedang)	0bcfd922-2ed7-11ef-a183-99ad05e145f0	支出	⓪	名・他動3	ししゅつ	pengeluaran, belanja		[sound:支出_シシュツ━_0_NHK-2016-260118.mp3]		支出を抑える	<b> 支出[ししゅつ]</b>を 抑[おさ]える	Menekan pengeluaran	[sound:voicepeak-ce3e79d8da9f4a90-260123.mp3]	lawan kata	収入	収入[しゅうにゅう]	pendapatan	[sound:収入_シューニュー━_0_NHK-2016-260118.mp3]											29863			
N3	中頻度 (Frekuensi Sedang)	0bffe130-2ed7-11ef-a183-99ad05e145f0	支払い	⓪	名	しはらい	pembayaran		[sound:支払い_シハライ━_0_NHK-2016-260118.mp3]		支払い方法	<b>支払[しはら]い</b> 方法[ほうほう]	Metode pembayaran	[sound:voicepeak-18cbb9ff942044b3-260123.mp3]																7882			
N3	中頻度 (Frekuensi Sedang)	0c6a5c22-2ed7-11ef-a183-99ad05e145f0	支給	⓪	名・他動3	しきゅう	memberikan (tunjangan/gaji)		[sound:支給_シキュー━_0_NHK-2016-260118.mp3]		従業員にボーナスを支給する	従業員[じゅうぎょういん]にボーナスを <b>支給[しきゅう]</b>する	Memberikan bonus kepada karyawan	[sound:voicepeak-d7b65b7c4eae45d3-260123.mp3]																11440			
N3	中頻度 (Frekuensi Sedang)	0bf6b3f8-2ed7-11ef-a183-99ad05e145f0	改札	⓪	名・自動3	かいさつ	pemeriksaan tiket		[sound:改札_カイサツ━_0_NHK-2016-260118.mp3]		自動改札機	自動[じどう] <b>改札[かいさつ]</b> 機[き]	Mesin pemeriksa tiket otomatis	[sound:voicepeak-01-自動改札機-260124.mp3]		改札口	<b> 改札[かいさつ]</b> 口[ぐち]	gerbang tiket	[sound:改札口_カイサツ＼ク゚チ_4_NHK-2016-260118.mp3]											15865			
N3	中頻度 (Frekuensi Sedang)	0b9bfd14-2ed7-11ef-a183-99ad05e145f0	改札口	④	名	かいさつぐち	gerbang tiket (stasiun)		[sound:改札口_カイサツ＼ク゚チ_4_NHK-2016-260118.mp3]		駅の改札口のところで待っていてください	駅[えき]の <b>改札口[かいさつぐち]</b>のところで 待[ま]っていてください	Tolong tunggu di gerbang tiket stasiun	[sound:voicepeak-ef453cce70094495-260123.mp3]																31125			
N3	中頻度 (Frekuensi Sedang)	0b8a82fa-2ed7-11ef-a183-99ad05e145f0	放送	⓪	名・他動3	ほうそう	siaran, penyiaran		[sound:放送_ホーソー━_0_NHK-2016-260118.mp3]		ニュースを放送する	ニュースを <b>放送[ほうそう]</b>する	Menyiarkan berita	[sound:voicepeak-82a223efe552426c-260122.mp3]		店内放送	店内[てんない]<b> 放送[ほうそう]</b>	Pengumuman melalui pengeras suara toko	[sound:voicepeak-cba35f35cfb34ebc-260122.mp3]											4889			
N3	中頻度 (Frekuensi Sedang)	0b81a8d8-2ed7-11ef-a183-99ad05e145f0	政治	⓪	名	せいじ	politik		[sound:政治_セージ━_0_NHK-2016-260118.mp3]		政治に無関心だ	<b>政治[せいじ]</b>に 無関心[むかんしん]だ	Tidak tertarik pada politik	[sound:voicepeak-2f1ed13986764496-260122.mp3]		政治家	<b> 政治[せいじ]</b> 家[か]	politikus	[sound:政治家_セージカ━_0_NHK-2016-260118.mp3]											4565			
N3	中頻度 (Frekuensi Sedang)	0ba2fb00-2ed7-11ef-a183-99ad05e145f0	故障	⓪	名・自動3	こしょう	kerusakan, gangguan (mesin)		[sound:故障_コショー━_0_NHK-2016-260118.mp3]		洗濯機が故障する	洗濯機[せんたくき]が <b>故障[こしょう]</b>する	Mesin cucinya rusak	[sound:voicepeak-6c94184e05344ce8-260123.mp3]																7819			
N3	中頻度 (Frekuensi Sedang)	0bf9d2cc-2ed7-11ef-a183-99ad05e145f0	教わる	⓪	他動1	おそわる	belajar dari, diajari oleh		[sound:教わる_オソワル━_0_NHK-2016-260118.mp3]		先輩にやり方を教わる	先輩[せんぱい]にやり 方[かた]を <b>教[おそ]わる</b>	Belajar caranya dari senior	[sound:voicepeak-13-先輩にやり方を教わる-260122.mp3]	lawan kata	教える	教[おし]える	mengajar	[sound:教える_オシエル━_0_NHK-2016-260118.mp3]											2841			
N3	中頻度 (Frekuensi Sedang)	0b776526-2ed7-11ef-a183-99ad05e145f0	教師	①	名	きょうし	guru		[sound:教師_キョ＼ーシ_1_NHK-2016-260118.mp3]		英語の教師	英語[えいご]の<b> 教師[きょうし]</b>	Guru bahasa Inggris	[sound:voicepeak-6ba0b1dc818b47b3-260121.mp3]																2073			
N3	中頻度 (Frekuensi Sedang)	0c2876ae-2ed7-11ef-a183-99ad05e145f0	教科	①	名	きょうか	mata pelajaran	国語・算数・社会・理科など	[sound:教科_キョ＼ーカ_1_NHK-2016-260118.mp3]		基礎教科	基礎[きそ] <b>教科[きょうか]</b>	Mata pelajaran dasar	[sound:voicepeak-347e2044d0e2445a-260208.mp3]																16125			
N3	中頻度 (Frekuensi Sedang)	7d57bd0e-ce68-11ef-9903-4d5df4b0073e	散らし	⓪	名	ちらし	selebaran, pamflet	「チラシ」も多い	[sound:ちらし_チラシ━_0_NHK-2016-260118.mp3]		特売のチラシを配る	特売[とくばい]の<b>チラシ</b>を 配[くば]る	Membagikan selebaran promo diskon	[sound:voicepeak-06700d6e77454bb3-260207.mp3]																11870			
N3	中頻度 (Frekuensi Sedang)	0b5d6932-2ed7-11ef-a183-99ad05e145f0	数字	⓪	名	すうじ	angka		[sound:数字_スージ━_0_NHK-2016-260118.mp3]		4桁の数字	4 桁[けた]の <b>数字[すうじ]</b>	Angka empat digit	[sound:voicepeak-47e5c450c6ca4d60-260122.mp3]																2778			
N3	中頻度 (Frekuensi Sedang)	0bd4a6dc-2ed7-11ef-a183-99ad05e145f0	数年	⓪	名	すうねん	beberapa tahun		[sound:数年_スーネン━_0_NHK-2016-260118.mp3]		わずか数年で	わずか <b>数年[すうねん]</b>で	Hanya dalam beberapa tahun saja	[sound:voicepeak-bbd7ce8670f6461c-260122.mp3]																2998			
N3	中頻度 (Frekuensi Sedang)	0b89a812-2ed7-11ef-a183-99ad05e145f0	文字	①	名	もじ	huruf, karakter		[sound:文字_モ＼ジ_1_NHK-2016-260118.mp3]		石に文字を刻む	石[いし]に<b> 文字[もじ]</b>を 刻[きざ]む	Mengukir huruf di batu	[sound:voicepeak-4611929eb4b94802-260121.mp3]																1682			
N3	中頻度 (Frekuensi Sedang)	0b8996ce-2ed7-11ef-a183-99ad05e145f0	文学	①	名	ぶんがく	sastra		[sound:文学_ブ＼ンカ゚ク_1_NHK-2016-260118.mp3]		文学に興味がある	<b>文学[ぶんがく]</b>に 興味[きょうみ]がある	Tertarik pada sastra	[sound:voicepeak-d167aff148e648c0-260123.mp3]		文学的	<b> 文学[ぶんがく]</b> 的[てき]	sastrawi, bergaya sastra	[sound:文学的_ブンカ゚クテキ━_0_NHK-2016-260118.mp3]											9576			
N3	中頻度 (Frekuensi Sedang)	0b89b852-2ed7-11ef-a183-99ad05e145f0	文法	⓪	名	ぶんぽう	tata bahasa		[sound:文法_ブンポー━_0_NHK-2016-260118.mp3]		日本語の文法を学ぶ	日本語[にほんご]の <b>文法[ぶんぽう]</b>を 学[まな]ぶ	Belajar tata bahasa Jepang	[sound:voicepeak-b6aa94b0895b4311-260123.mp3]																27738			
N3	中頻度 (Frekuensi Sedang)	0c120798-2ed7-11ef-a183-99ad05e145f0	方角	⓪	名	ほうがく	arah mata angin		[sound:方角_ホーカ゚ク━_0_NHK-2016-260118.mp3]		北東の方角	北東[ほくとう]の <b>方角[ほうがく]</b>	Arah timur laut	[sound:voicepeak-807309b77f89434f-260122.mp3]																4573			
N3	中頻度 (Frekuensi Sedang)	0bbcd048-2ed7-11ef-a183-99ad05e145f0	旅	②	名	たび	perjalanan, wisata		[sound:旅_タビ＼_2_NHK-2016-260118.mp3]		旅に出る	<b>旅[たび]</b>に 出[で]る	Pergi berwisata	[sound:voicepeak-73c62ad195ce474a-260121.mp3]																1728			
N3	中頻度 (Frekuensi Sedang)	0b82dd52-2ed7-11ef-a183-99ad05e145f0	早退	⓪	名・自動3	そうたい	pulang lebih awal (dari sekolah/kantor)		[sound:早退_ソータイ━_0_NHK-2016-260118.mp3]		用事で早退する	用事[ようじ]で <b>早退[そうたい]</b>する	Pulang lebih awal karena ada urusan	[sound:voicepeak-3342af180fa640da-260123.mp3]																18594			
N3	中頻度 (Frekuensi Sedang)	0b90f5e0-2ed7-11ef-a183-99ad05e145f0	早速	⓪	副	さっそく	segera, langsung		[sound:早速_サッソク━_0_NHK-2016-260118.mp3]		早速ですが	<b> 早速[さっそく]</b>ですが	Baiklah, langsung saja saya sampaikan	[sound:voicepeak-20eef30569e447c1-260122.mp3]		早速電話してみます	<b> 早速[さっそく]</b> 電話[でんわ]してみます	Saya akan segera coba menelepon	[sound:voicepeak-e01525ff65e44127-260122.mp3]											3559			
N3	中頻度 (Frekuensi Sedang)	0c138dfc-2ed7-11ef-a183-99ad05e145f0	明かり	⓪	名	あかり	cahaya, sinar; lampu	「灯（灯り）」 「灯火」とも当てる	[sound:明かり_アカリ━_0_NHK-2016-260118.mp3]		蝋燭の明かり	蝋燭[ろうそく]の <b>明[あ]かり</b>	Cahaya lilin	[sound:voicepeak-e34404ab509c43f9-260125.mp3]		明かりを消す	<b> 明[あ]かり</b>を 消[け]す	Mematikan lampu	[sound:voicepeak-01-明かりを消す-260126.mp3]											3485			
N3	中頻度 (Frekuensi Sedang)	0c13b048-2ed7-11ef-a183-99ad05e145f0	明後日	③	名	みょうごにち	lusa		[sound:みょうごにち_ミョーコ゚＼ニチ_3_NHK-2016-260118.mp3]	lawan kata	一昨日	一昨日[いっさくじつ]	kemarin lusa	[sound:一昨日_イッサク＼ジツ_4_NHK-2016-260118.mp3]	terkait	あさって	あさって	lusa	[sound:あさって_アサ＼ッテ_2_NHK-2016-260118.mp3]											5621			
